cik|ticker|date_filed|URL
1000045|NICK|2019-02-01|https://www.sec.gov/Archives/edgar/data/1000045/000119312519024617/d675768dex991.htm
1000209|MFIN|2019-02-27|https://www.sec.gov/Archives/edgar/data/1000209/000119312519054006/d715552dex991.htm
1000228|HSIC|2019-02-20|https://www.sec.gov/Archives/edgar/data/1000228/000100022819000012/exhibit991_4q18.htm
1000229|CLB|2019-01-30|https://www.sec.gov/Archives/edgar/data/1000229/000100022919000018/exhibit99-1_pressreleaseq4.htm
1000232|KTYB|2019-01-31|https://www.sec.gov/Archives/edgar/data/1000232/000155837019000299/ktyb-20190131ex99123e266.htm
1000623|SWM|2019-02-21|https://www.sec.gov/Archives/edgar/data/1000623/000100062319000018/ex991q42018earningsrelease.htm
1000697|WAT|2019-01-23|https://www.sec.gov/Archives/edgar/data/1000697/000119312519014374/d663586dex991.htm
1000753|NSP|2019-02-11|https://www.sec.gov/Archives/edgar/data/1000753/000100075319000004/a12312018-ex991earningsrel.htm
1001171|BYFC|2019-03-13|https://www.sec.gov/Archives/edgar/data/1001171/000110465919014522/a19-6312_1ex99d1.htm
1001233|SGMO|2019-02-28|https://www.sec.gov/Archives/edgar/data/1001233/000119312519057486/d660471dex991.htm
1001250|EL|2019-02-05|https://www.sec.gov/Archives/edgar/data/1001250/000110465919005725/a19-3688_1ex99d1.htm
1001385|NWPX|2019-03-13|https://www.sec.gov/Archives/edgar/data/1001385/000143774919004799/ex_137434.htm
1001902|IVAC|2019-01-30|https://www.sec.gov/Archives/edgar/data/1001902/000119312519022560/d656118dex991.htm
1001907|ASTC|2019-02-12|https://www.sec.gov/Archives/edgar/data/1001907/000156459019002606/astc-ex991_6.htm
1002047|NTAP|2019-02-13|https://www.sec.gov/Archives/edgar/data/1002047/000156459019002825/ntap-ex991_6.htm
1002517|NUAN|2019-02-07|https://www.sec.gov/Archives/edgar/data/1002517/000100251719000002/ex991pressreleasedecember3.htm
1002590|SGU|2019-02-05|https://www.sec.gov/Archives/edgar/data/1002590/000117184319000719/exh_991.htm
1002638|OTEX|2019-01-31|https://www.sec.gov/Archives/edgar/data/1002638/000100263819000002/exhibit991q2-19pressrelease.htm
1002910|AEE|2019-02-14|https://www.sec.gov/Archives/edgar/data/1002910/000100291019000091/q42018exhibit991earningsre.htm
1003078|MSM|2019-01-09|https://www.sec.gov/Archives/edgar/data/1003078/000100307819000032/msm-20190109xex99_1.htm
100378|TWIN|2019-02-01|https://www.sec.gov/Archives/edgar/data/100378/000143774919001643/ex_133800.htm
1004155|SO7|2019-02-20|https://www.sec.gov/Archives/edgar/data/1004155/000009212219000008/ex9901-pressreleaseq42018.htm
1004434|AMG|2019-02-04|https://www.sec.gov/Archives/edgar/data/1004434/000100443419000003/amg12312018ex991.htm
10048|BRN|2019-02-13|https://www.sec.gov/Archives/edgar/data/10048/000089968119000042/p19-0034_ex991.htm
100493|TSN|2019-02-07|https://www.sec.gov/Archives/edgar/data/100493/000010049319000013/tsn2019q1exh-991.htm
1004980|PCG|2019-02-28|https://www.sec.gov/Archives/edgar/data/1004980/000119312519055751/d710309dex991.htm
100517|UAL|2019-01-15|https://www.sec.gov/Archives/edgar/data/100517/000010051719000006/ual_123118erex991.htm
1005201|ASRT|2019-03-06|https://www.sec.gov/Archives/edgar/data/1005201/000100520119000038/asrt4q2018earningsreleasee.htm
1005210|SPH|2019-02-07|https://www.sec.gov/Archives/edgar/data/1005210/000156459019002225/sph-ex991_9.htm
1005229|CMCO|2019-01-31|https://www.sec.gov/Archives/edgar/data/1005229/000100522919000005/exhibit9911312019.htm
1005284|OLED|2019-02-21|https://www.sec.gov/Archives/edgar/data/1005284/000156459019003681/oled-ex991_6.htm
1005409|DCOM|2019-01-24|https://www.sec.gov/Archives/edgar/data/1005409/000114036119001505/ex99_1.htm
1005731|IDT|2019-03-07|https://www.sec.gov/Archives/edgar/data/1005731/000121390019003750/f8k030719ex99-1_idtcorp.htm
1005757|CSGS|2019-02-06|https://www.sec.gov/Archives/edgar/data/1005757/000156459019002138/csgs-ex991_6.htm
1006028|PURE|2019-03-06|https://www.sec.gov/Archives/edgar/data/1006028/000149315219002932/ex99-1.htm
1006045|IRIX|2019-03-05|https://www.sec.gov/Archives/edgar/data/1006045/000156459019006286/irix-ex991_7.htm
1006281|PLX|2019-03-18|https://www.sec.gov/Archives/edgar/data/1006281/000114420419014447/tv516469_ex99-1.htm
1006830|CBKM|2019-01-22|https://www.sec.gov/Archives/edgar/data/1006830/000143774919001131/ex_133193.htm
1006837|HCHC|2019-03-12|https://www.sec.gov/Archives/edgar/data/1006837/000100683719000014/exh991-10k18pressrelease.htm
1007019|JVA|2019-01-29|https://www.sec.gov/Archives/edgar/data/1007019/000149315219001059/ex99-1.htm
1007019|JVA|2019-03-13|https://www.sec.gov/Archives/edgar/data/1007019/000149315219003240/ex99-1.htm
100716|UNAM|2019-02-28|https://www.sec.gov/Archives/edgar/data/100716/000010071619000006/news1218.htm
100726|UFI|2019-02-04|https://www.sec.gov/Archives/edgar/data/100726/000156459019001756/ufi-ex991_6.htm
1007273|BKSC|2019-01-10|https://www.sec.gov/Archives/edgar/data/1007273/000114420419001287/tv510866_ex99-1.htm
1007330|PRGX|2019-03-07|https://www.sec.gov/Archives/edgar/data/1007330/000119312519067380/d717130dex991.htm
1007587|KVHI|2019-03-01|https://www.sec.gov/Archives/edgar/data/1007587/000100758719000005/exhibit991.htm
1008654|TUP|2019-01-30|https://www.sec.gov/Archives/edgar/data/1008654/000100865419000006/a2018q4earningsrelease.htm
1008848|ACOR|2019-02-14|https://www.sec.gov/Archives/edgar/data/1008848/000156459019002991/acor-ex991_88.htm
100885|UNP|2019-01-24|https://www.sec.gov/Archives/edgar/data/100885/000010088519000036/unp-20190124xex99_1.htm
1009672|CRRTQ|2019-01-31|https://www.sec.gov/Archives/edgar/data/1009672/000156459019001491/crr-ex991_6.htm
1009759|CPST|2019-02-07|https://www.sec.gov/Archives/edgar/data/1009759/000117184319000805/exh_991.htm
1009829|JAKK|2019-02-26|https://www.sec.gov/Archives/edgar/data/1009829/000115752319000448/a51946715ex99_1.htm
1009891|AIRI|2019-03-26|https://www.sec.gov/Archives/edgar/data/1009891/000121390019004835/f8k032619ex99-1_airindust.htm
1010470|PROV|2019-01-28|https://www.sec.gov/Archives/edgar/data/1010470/000093905719000023/ex99112919.htm
1010612|SYKE|2019-02-25|https://www.sec.gov/Archives/edgar/data/1010612/000119312519049838/d702061dex991.htm
1011570|KNL|2019-02-06|https://www.sec.gov/Archives/edgar/data/1011570/000101157019000002/ex991-q42018earningsrelease.htm
101199|UFCS|2019-02-20|https://www.sec.gov/Archives/edgar/data/101199/000010119919000023/q42018-pressrelease.htm
1012019|RUSHA|2019-02-13|https://www.sec.gov/Archives/edgar/data/1012019/000143774919002481/ex_134830.htm
1012100|SEE|2019-02-07|https://www.sec.gov/Archives/edgar/data/1012100/000162828019001052/q42018ex991.htm
1012771|FFG|2019-02-07|https://www.sec.gov/Archives/edgar/data/1012771/000101277119000005/exh991newsrelease2018q4.htm
101295|UG|2019-03-21|https://www.sec.gov/Archives/edgar/data/101295/000117184319001873/exh_991.htm
1013237|FDS|2019-03-26|https://www.sec.gov/Archives/edgar/data/1013237/000143774919005654/ex_138931.htm
1013272|NWFL|2019-01-24|https://www.sec.gov/Archives/edgar/data/1013272/000094627519000002/ex99-1.htm
1013462|ANSS|2019-02-27|https://www.sec.gov/Archives/edgar/data/1013462/000117184319001281/exh_991.htm
1013488|BJRI|2019-02-21|https://www.sec.gov/Archives/edgar/data/1013488/000117184319001095/exh_991.htm
1013606|ELGX|2019-02-25|https://www.sec.gov/Archives/edgar/data/1013606/000101360619000043/ex991pressreleaseq42018.htm
1013706|WHLM|2019-03-20|https://www.sec.gov/Archives/edgar/data/1013706/000117184319001848/exh_991.htm
101382|UMBF|2019-01-29|https://www.sec.gov/Archives/edgar/data/101382/000156459019001312/umbf-ex991_6.htm
1013857|PEGA|2019-02-20|https://www.sec.gov/Archives/edgar/data/1013857/000101385719000006/q42018_ex991.htm
1013871|NRG|2019-02-28|https://www.sec.gov/Archives/edgar/data/1013871/000101387119000004/ex991-q42018.htm
1013934|STRA|2019-03-01|https://www.sec.gov/Archives/edgar/data/1013934/000115752319000502/a51948426_ex991.htm
1014111|GLAE|2019-03-13|https://www.sec.gov/Archives/edgar/data/1014111/000149315219003231/ex99-1.htm
1014473|VRSN|2019-02-07|https://www.sec.gov/Archives/edgar/data/1014473/000101447319000003/q42018earningsrelease.htm
1015155|CTHR|2019-02-07|https://www.sec.gov/Archives/edgar/data/1015155/000114420419005594/tv512617_ex99-1.htm
1015739|AWRE|2019-02-12|https://www.sec.gov/Archives/edgar/data/1015739/000114420419006640/tv513156_ex99-1.htm
1015780|ETFC|2019-01-24|https://www.sec.gov/Archives/edgar/data/1015780/000115752319000142/a51930492ex99_1.htm
1016169|ATRS|2019-02-28|https://www.sec.gov/Archives/edgar/data/1016169/000156459019005167/atrs-ex991_6.htm
1017303|TACT|2019-03-06|https://www.sec.gov/Archives/edgar/data/1017303/000101730319000014/exhibit991.htm
1017480|HIBB|2019-03-22|https://www.sec.gov/Archives/edgar/data/1017480/000101748019000006/q4f19earningsrelease.htm
1017673|DVD|2019-01-24|https://www.sec.gov/Archives/edgar/data/1017673/000119312519015372/d696637dex991.htm
101778|MRO|2019-02-13|https://www.sec.gov/Archives/edgar/data/101778/000010177819000020/ex991mro-20181231xer.htm
101829|RTX|2019-01-23|https://www.sec.gov/Archives/edgar/data/101829/000010182919000002/a2018-12x318xkerexhibit99.htm
101830|S|2019-01-31|https://www.sec.gov/Archives/edgar/data/101830/000010183019000006/sprintq3fy18earningsrelease.htm
1018399|EBTC|2019-01-24|https://www.sec.gov/Archives/edgar/data/1018399/000101839919000007/ex99-123118financialpressr.htm
1018724|AMZN|2019-01-31|https://www.sec.gov/Archives/edgar/data/1018724/000101872419000002/amzn-20181231xex991.htm
1018963|ATI|2019-01-22|https://www.sec.gov/Archives/edgar/data/1018963/000115752319000103/a51928394ex99_1.htm
1018979|AMSF|2019-02-27|https://www.sec.gov/Archives/edgar/data/1018979/000119312519054182/d636947dex991.htm
101984|UEIC|2019-02-21|https://www.sec.gov/Archives/edgar/data/101984/000010198419000009/exhibit991-8ker20190221.htm
1019849|PAG|2019-02-07|https://www.sec.gov/Archives/edgar/data/1019849/000101984919000006/pag-20190207ex991ff905a.htm
1020214|CERS|2019-02-26|https://www.sec.gov/Archives/edgar/data/1020214/000119312519051927/d708987dex991.htm
102037|UVV|2019-02-07|https://www.sec.gov/Archives/edgar/data/102037/000010203719000005/uvv-exhibit991x20190205xpr.htm
1020569|IRM|2019-02-14|https://www.sec.gov/Archives/edgar/data/1020569/000102056919000015/q42018earningspressrelease.htm
1020710|DXPE|2019-03-07|https://www.sec.gov/Archives/edgar/data/1020710/000115752319000553/a51951767ex99_1.htm
1020859|UNFI|2019-03-05|https://www.sec.gov/Archives/edgar/data/1020859/000102085919000008/q2fy19earningsrelease.htm
1021162|TGI|2019-02-07|https://www.sec.gov/Archives/edgar/data/1021162/000102116219000011/exhibit-991q3fy2019.htm
1021270|BBQ|2019-03-04|https://www.sec.gov/Archives/edgar/data/1021270/000102127019000008/dave-20190304ex99183c1ce.htm
1021561|NUS|2019-02-13|https://www.sec.gov/Archives/edgar/data/1021561/000114036119003049/ex99_1.htm
1021604|OTIVF|2019-03-13|https://www.sec.gov/Archives/edgar/data/1021604/000121390019004011/f8k031319ex99-1_ontrack.htm
1021635|OGE|2019-02-21|https://www.sec.gov/Archives/edgar/data/1021635/000102163519000017/exhibit99012-21x19.htm
1022079|DGX|2019-02-14|https://www.sec.gov/Archives/edgar/data/1022079/000102207919000007/dgx123120188-kexhibit991.htm
1022321|GEL|2019-02-20|https://www.sec.gov/Archives/edgar/data/1022321/000102232119000026/gel123118exhibit991.htm
1022646|UPLCQ|2019-03-07|https://www.sec.gov/Archives/edgar/data/1022646/000119312519066275/d713580dex991.htm
1022652|INSG|2019-03-07|https://www.sec.gov/Archives/edgar/data/1022652/000102265219000009/insg20181231ex991pressrele.htm
1023024|ANIP|2019-02-27|https://www.sec.gov/Archives/edgar/data/1023024/000114420419010386/tv514742_ex99-1.htm
1023128|LAD|2019-02-13|https://www.sec.gov/Archives/edgar/data/1023128/000102312819000030/lad2018q4-8k_ex99.htm
1023313|FORR|2019-02-13|https://www.sec.gov/Archives/edgar/data/1023313/000119312519037968/d673769dex991.htm
1023731|EGHT|2019-01-29|https://www.sec.gov/Archives/edgar/data/1023731/000102373119000006/a8-kexhibit991123118.htm
1023994|SGBX|2019-03-28|https://www.sec.gov/Archives/edgar/data/1023994/000121390019005098/f8k032819ex99-1_sgblocksinc.htm
1024305|COTY|2019-02-08|https://www.sec.gov/Archives/edgar/data/1024305/000102430519000019/exhibit991-earningsrelease.htm
1024478|ROK|2019-01-29|https://www.sec.gov/Archives/edgar/data/1024478/000102447819000005/q1fy19ex99.htm
1024725|TEN|2019-03-14|https://www.sec.gov/Archives/edgar/data/1024725/000115752319000603/a51954444ex99_1.htm
1024795|HLIO|2019-02-25|https://www.sec.gov/Archives/edgar/data/1024795/000156459019004098/snhy-ex991_6.htm
1025378|WPC|2019-02-22|https://www.sec.gov/Archives/edgar/data/1025378/000102537819000005/wpc2018q48-kerexh991.htm
10254|ESTE|2019-03-12|https://www.sec.gov/Archives/edgar/data/10254/000001025419000039/q42018earningsreleasev2.htm
1026214|FMCC|2019-02-14|https://www.sec.gov/Archives/edgar/data/1026214/000102621419000021/a20184qerexhibit991.htm
1026655|CMT|2019-03-18|https://www.sec.gov/Archives/edgar/data/1026655/000102665519000009/q42018earningsrelease.htm
1027838|TCMD|2019-02-28|https://www.sec.gov/Archives/edgar/data/1027838/000155837019001311/ex-99d1.htm
1028918|PPBI|2019-01-29|https://www.sec.gov/Archives/edgar/data/1028918/000102891819000003/ppbi_ex991earnings2018q4.htm
1028954|SBBX|2019-02-01|https://www.sec.gov/Archives/edgar/data/1028954/000114420419004440/tv512222_ex99-1.htm
1029125|SNBP|2019-03-22|https://www.sec.gov/Archives/edgar/data/1029125/000143774919005464/ex_138329.htm
1029730|LTS|2019-03-15|https://www.sec.gov/Archives/edgar/data/1029730/000102973019000006/ladenburg4qearningsrelease.htm
1029744|SOFO|2019-03-15|https://www.sec.gov/Archives/edgar/data/1029744/000102974419000040/sofo93018earningsrelease.htm
1029744|SOFO|2019-03-21|https://www.sec.gov/Archives/edgar/data/1029744/000102974419000044/sofo12-31x18prexrelease.htm
1029800|UBA|2019-03-08|https://www.sec.gov/Archives/edgar/data/1029800/000102980019000019/exhibit99_1.htm
1029800|UBA|2019-03-08|https://www.sec.gov/Archives/edgar/data/1029800/000102980019000020/exhibit99_1.htm
1030469|OFG|2019-01-22|https://www.sec.gov/Archives/edgar/data/1030469/000103046919000002/ofg8K20181231ex99.htm
1031029|SRT|2019-03-13|https://www.sec.gov/Archives/edgar/data/1031029/000103102919000008/srt_ex99-1123118.htm
1031203|GPI|2019-02-05|https://www.sec.gov/Archives/edgar/data/1031203/000103120319000003/a2018q4exhibit991.htm
1031296|FE|2019-02-19|https://www.sec.gov/Archives/edgar/data/1031296/000103129619000007/exhibit991earningsrelease.htm
1031316|FSP|2019-02-12|https://www.sec.gov/Archives/edgar/data/1031316/000155837019000595/ex-99d1.htm
103145|VECO|2019-02-11|https://www.sec.gov/Archives/edgar/data/103145/000155837019000551/ex-99d1.htm
1031623|GIFI|2019-02-28|https://www.sec.gov/Archives/edgar/data/1031623/000103162319000004/pressreleaseq42018.htm
1032033|SLM|2019-01-23|https://www.sec.gov/Archives/edgar/data/1032033/000162828019000493/slm12312018x991.htm
1032208|SRE|2019-02-26|https://www.sec.gov/Archives/edgar/data/1032208/000008652119000007/ex99_1x20181231x10-k.htm
10329|BSET|2019-01-17|https://www.sec.gov/Archives/edgar/data/10329/000143774919000943/ex_133030.htm
1033012|FBC|2019-01-22|https://www.sec.gov/Archives/edgar/data/1033012/000103301219000022/pressrelease4q2018.htm
103379|VFC|2019-01-18|https://www.sec.gov/Archives/edgar/data/103379/000115752319000094/a51927563ex99.htm
1033905|LMNX|2019-02-04|https://www.sec.gov/Archives/edgar/data/1033905/000103390519000006/a2018-q4form8xkex991.htm
1034054|SBAC|2019-02-21|https://www.sec.gov/Archives/edgar/data/1034054/000119312519047020/d712252dex991.htm
1034594|BAYK|2019-02-06|https://www.sec.gov/Archives/edgar/data/1034594/000156459019002151/bayk-ex991_6.htm
1034670|ALV|2019-01-29|https://www.sec.gov/Archives/edgar/data/1034670/000156459019001263/alv-ex991_6.htm
1034842|RIGL|2019-02-28|https://www.sec.gov/Archives/edgar/data/1034842/000110465919011582/a19-5474_1ex99d1.htm
1035002|VLO|2019-01-31|https://www.sec.gov/Archives/edgar/data/1035002/000103500219000002/vloq42018earningsrelease.htm
1035092|SHBI|2019-01-31|https://www.sec.gov/Archives/edgar/data/1035092/000114420419004079/tv512025_ex99-1.htm
1035201|CWT|2019-02-28|https://www.sec.gov/Archives/edgar/data/1035201/000110465919011379/a19-5607_1ex99d1.htm
1035267|ISRG|2019-01-24|https://www.sec.gov/Archives/edgar/data/1035267/000103526719000005/a20181231ex-991.htm
1035354|ELOX|2019-03-08|https://www.sec.gov/Archives/edgar/data/1035354/000114420419012848/tv515788_ex99-1.htm
1035443|ARE|2019-02-04|https://www.sec.gov/Archives/edgar/data/1035443/000103544319000036/a4q18ex991supp.htm
1035976|FNCB|2019-01-25|https://www.sec.gov/Archives/edgar/data/1035976/000143774919001344/ex_133424.htm
1035983|FIX|2019-02-21|https://www.sec.gov/Archives/edgar/data/1035983/000155837019000856/ex-99d1.htm
1036044|INVE|2019-03-07|https://www.sec.gov/Archives/edgar/data/1036044/000119312519067327/d717247dex991.htm
1036188|QADA|2019-03-20|https://www.sec.gov/Archives/edgar/data/1036188/000143774919005355/ex_138312.htm
1037038|RL|2019-02-05|https://www.sec.gov/Archives/edgar/data/1037038/000095014219000160/eh1900191_ex9901.htm
103730|VSH|2019-02-05|https://www.sec.gov/Archives/edgar/data/103730/000010373019000003/exhibit99-1.htm
1037390|GRIF|2019-02-12|https://www.sec.gov/Archives/edgar/data/1037390/000103739019000004/grif-20190212ex991614059.htm
1037646|MTD|2019-02-07|https://www.sec.gov/Archives/edgar/data/1037646/000103764619000002/mtd8-kq42018.htm
1037676|ARCH|2019-02-14|https://www.sec.gov/Archives/edgar/data/1037676/000110465919008333/a19-4652_1ex99d1.htm
1037868|AME|2019-02-05|https://www.sec.gov/Archives/edgar/data/1037868/000119312519028024/d696417dex991.htm
1037976|JLL|2019-02-12|https://www.sec.gov/Archives/edgar/data/1037976/000103797619000004/exhibit991fourthquarter201.htm
1038074|SLAB|2019-01-30|https://www.sec.gov/Archives/edgar/data/1038074/000110465919004297/a19-3605_1ex99.htm
1038133|HSKA|2019-02-26|https://www.sec.gov/Archives/edgar/data/1038133/000103813319000011/ex99-1earningsreleaseq42018.htm
1038357|PXD|2019-02-13|https://www.sec.gov/Archives/edgar/data/1038357/000103835719000006/pxdq42018earningsreleaseex.htm
103872|VOLT|2019-01-09|https://www.sec.gov/Archives/edgar/data/103872/000094787119000021/ss121031_ex9901.htm
103872|VOLT|2019-03-06|https://www.sec.gov/Archives/edgar/data/103872/000094787119000182/ss128103_ex9901.htm
1039065|OSIS|2019-01-24|https://www.sec.gov/Archives/edgar/data/1039065/000115752319000140/a51930559_ex991.htm
1039280|NTWK|2019-02-13|https://www.sec.gov/Archives/edgar/data/1039280/000149315219001837/ex99-1.htm
1039399|FORM|2019-02-06|https://www.sec.gov/Archives/edgar/data/1039399/000103939919000005/q418exhibit9901.htm
1039684|OKE|2019-02-25|https://www.sec.gov/Archives/edgar/data/1039684/000103968419000014/q42018earningsreleasenr.htm
1039828|AEL|2019-02-06|https://www.sec.gov/Archives/edgar/data/1039828/000103982819000002/a2018-12x31_ael8kexhibit991.htm
1040161|PXLW|2019-02-07|https://www.sec.gov/Archives/edgar/data/1040161/000104016119000004/pxlw_q4x18xearningsrelease.htm
1040470|AEHR|2019-01-10|https://www.sec.gov/Archives/edgar/data/1040470/000165495419000309/aehr_ex991.htm
1040829|RHP|2019-02-26|https://www.sec.gov/Archives/edgar/data/1040829/000119312519050876/d712372dex991.htm
1041024|RMTI|2019-03-14|https://www.sec.gov/Archives/edgar/data/1041024/000110465919014704/a19-6572_1ex99d1.htm
1041061|YUM|2019-02-07|https://www.sec.gov/Archives/edgar/data/1041061/000104106119000006/a8kex991272019.htm
1041514|UEPS|2019-02-07|https://www.sec.gov/Archives/edgar/data/1041514/000106299319000538/exhibit99-1.htm
104169|WMT|2019-02-19|https://www.sec.gov/Archives/edgar/data/104169/000010416919000011/earningsrelease-1312019.htm
1041803|PSMT|2019-01-09|https://www.sec.gov/Archives/edgar/data/1041803/000104180319000007/psmt-20190109xex99_1.htm
1041859|PLCE|2019-03-04|https://www.sec.gov/Archives/edgar/data/1041859/000114420419011802/tv515323_ex99-1.htm
1042729|MBWM|2019-01-22|https://www.sec.gov/Archives/edgar/data/1042729/000143774919001084/ex_133070.htm
1042776|PDM|2019-02-05|https://www.sec.gov/Archives/edgar/data/1042776/000104277619000013/pdm123118ex991q42018earnin.htm
1042893|DRQ|2019-02-26|https://www.sec.gov/Archives/edgar/data/1042893/000119312519052074/d668418dex991.htm
1043000|CSU|2019-02-28|https://www.sec.gov/Archives/edgar/data/1043000/000119312519055537/d714158dex991.htm
1043219|NLY|2019-02-13|https://www.sec.gov/Archives/edgar/data/1043219/000162828019001314/a2018q4nlyex991.htm
1043277|CHRW|2019-01-29|https://www.sec.gov/Archives/edgar/data/1043277/000104327719000003/ex991earningsreleaseq42018.htm
1043337|SRI|2019-02-27|https://www.sec.gov/Archives/edgar/data/1043337/000114420419010614/tv514918_ex99-1.htm
1043509|SAH|2019-02-20|https://www.sec.gov/Archives/edgar/data/1043509/000162828019001572/q420188-kxexhibit991.htm
1043604|JNPR|2019-01-29|https://www.sec.gov/Archives/edgar/data/1043604/000119312519020883/d624587dex991.htm
1044777|OSPN|2019-02-19|https://www.sec.gov/Archives/edgar/data/1044777/000155837019000736/ex-99d1.htm
1045309|GRA|2019-02-07|https://www.sec.gov/Archives/edgar/data/1045309/000104530919000002/a4q18earningsrelease.htm
1045450|EPR|2019-02-25|https://www.sec.gov/Archives/edgar/data/1045450/000104545019000023/ex991-eprx12312018earnings.htm
10456|BAX|2019-01-31|https://www.sec.gov/Archives/edgar/data/10456/000119312519023181/d699628dex991.htm
1045609|PLD|2019-01-22|https://www.sec.gov/Archives/edgar/data/1045609/000156459019000828/pld-ex991_7.htm
1045742|LIVE|2019-02-13|https://www.sec.gov/Archives/edgar/data/1045742/000168316819000362/live_8k-ex9901.htm
1045810|NVDA|2019-02-14|https://www.sec.gov/Archives/edgar/data/1045810/000104581019000007/q4fy19pr.htm
1045942|TRCK|2019-02-14|https://www.sec.gov/Archives/edgar/data/1045942/000165495419001545/ex99-1.htm
1046025|HFWA|2019-01-24|https://www.sec.gov/Archives/edgar/data/1046025/000104602519000003/a8-kexhibit991123118.htm
1046102|RBA|2019-02-28|https://www.sec.gov/Archives/edgar/data/1046102/000127956919000455/tv514715_ex99-1.htm
1046203|GFED|2019-01-23|https://www.sec.gov/Archives/edgar/data/1046203/000143774919001204/ex_133287.htm
1046257|INGR|2019-02-05|https://www.sec.gov/Archives/edgar/data/1046257/000110465919005692/a19-4007_1ex99.htm
1046311|CHH|2019-02-15|https://www.sec.gov/Archives/edgar/data/1046311/000104631119000005/exhibit991-123118.htm
1046327|RNWK|2019-02-06|https://www.sec.gov/Archives/edgar/data/1046327/000104632719000006/exhibit991erq4-18.htm
1046568|PRDO|2019-02-20|https://www.sec.gov/Archives/edgar/data/1046568/000156459019003453/ceco-ex991_6.htm
1047122|RTN|2019-01-31|https://www.sec.gov/Archives/edgar/data/1047122/000104712219000004/rtn-01312019xexhibit991x8k.htm
1047127|AMKR|2019-02-11|https://www.sec.gov/Archives/edgar/data/1047127/000104712719000004/amkr123118earningsreleasee.htm
1047340|FDP|2019-02-19|https://www.sec.gov/Archives/edgar/data/1047340/000104734019000020/pressrelease02-19x2019.htm
1047862|ED|2019-02-21|https://www.sec.gov/Archives/edgar/data/1047862/000104786219000036/ed-20181231xexx991.htm
1047884|ANH|2019-02-14|https://www.sec.gov/Archives/edgar/data/1047884/000115752319000350/a51940929ex99_1.htm
1048268|IESC|2019-02-05|https://www.sec.gov/Archives/edgar/data/1048268/000119312519028338/d680218dex991.htm
1048286|MAR|2019-02-28|https://www.sec.gov/Archives/edgar/data/1048286/000162828019002290/mar-2018q4earningsreleasee.htm
1048477|BMRN|2019-02-21|https://www.sec.gov/Archives/edgar/data/1048477/000156459019003686/bmrn-ex991_6.htm
1048695|FFIV|2019-01-23|https://www.sec.gov/Archives/edgar/data/1048695/000104869519000005/q119earningsreleasefinanci.htm
104889|GHC|2019-02-25|https://www.sec.gov/Archives/edgar/data/104889/000010488919000012/dex991.htm
1048911|FDX|2019-03-19|https://www.sec.gov/Archives/edgar/data/1048911/000119312519079639/d677066dex991.htm
104894|WRE|2019-02-14|https://www.sec.gov/Archives/edgar/data/104894/000010489419000017/q42018earningsrelease.htm
104918|AVA|2019-02-08|https://www.sec.gov/Archives/edgar/data/104918/000010491819000037/ex991yearend2018earningsre.htm
1049502|MKSI|2019-01-29|https://www.sec.gov/Archives/edgar/data/1049502/000156459019001304/mksi-ex991_6.htm
1049521|MRCY|2019-01-29|https://www.sec.gov/Archives/edgar/data/1049521/000104952119000004/q22019earningsreleaseexhib.htm
1049606|CIX|2019-02-27|https://www.sec.gov/Archives/edgar/data/1049606/000002424019000006/exh991.htm
1049782|BRKL|2019-01-30|https://www.sec.gov/Archives/edgar/data/1049782/000117184319000613/exh_991.htm
105016|WSO|2019-02-14|https://www.sec.gov/Archives/edgar/data/105016/000119312519039251/d700481dex991.htm
1050377|CNXN|2019-02-07|https://www.sec.gov/Archives/edgar/data/1050377/000115752319000263/a51937698ex99_1.htm
1050441|EGBN|2019-01-16|https://www.sec.gov/Archives/edgar/data/1050441/000117184319000309/exh_991.htm
1050446|MSTR|2019-01-29|https://www.sec.gov/Archives/edgar/data/1050446/000119312519020834/d635078dex991.htm
1050606|SALM|2019-03-12|https://www.sec.gov/Archives/edgar/data/1050606/000119312519071933/d687948dex991.htm
1050743|PGC|2019-01-25|https://www.sec.gov/Archives/edgar/data/1050743/000156459019001119/pgc-ex991_6.htm
1050797|COLM|2019-02-07|https://www.sec.gov/Archives/edgar/data/1050797/000105079719000004/colm20181231-8kexhibit991.htm
1050825|SCS|2019-03-19|https://www.sec.gov/Archives/edgar/data/1050825/000117184319001829/exh_991.htm
1050915|PWR|2019-02-21|https://www.sec.gov/Archives/edgar/data/1050915/000119312519046147/d708430dex991.htm
105132|WDFC|2019-01-09|https://www.sec.gov/Archives/edgar/data/105132/000010513219000004/wdfc-20190109xex99_1.htm
1051343|CWBC|2019-01-25|https://www.sec.gov/Archives/edgar/data/1051343/000117184319000504/exh_991.htm
1051470|CCI|2019-01-23|https://www.sec.gov/Archives/edgar/data/1051470/000105147019000011/q42018earningsrelease.htm
1051512|TDS|2019-02-22|https://www.sec.gov/Archives/edgar/data/1051512/000105151219000006/tdsq420188-kex991.htm
1051627|AXTI|2019-02-20|https://www.sec.gov/Archives/edgar/data/1051627/000155837019000783/ex-99d1.htm
1052100|WDR|2019-02-05|https://www.sec.gov/Archives/edgar/data/1052100/000110465919005696/a19-3979_1ex99d1.htm
1052595|RLH|2019-03-08|https://www.sec.gov/Archives/edgar/data/1052595/000119312519067839/d681144dex991.htm
105319|WW|2019-02-26|https://www.sec.gov/Archives/edgar/data/105319/000119312519052024/d715473dex991.htm
